#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log N/O: -2.0 - 0.0, log U: -4.0 - -0.5
# SED: double composite AGN power law, a(UV) = -1.5, a(ox) = -0.8
# Plane-parallel geometry, stop criterion: 2% free electrons
#
12+log(O/H)     	 log(N/O)        	 log(U)          	 OII_3727        	 NeIII_3868      	 OIII_4363       	 HeI_4471        	 HeII_4686       	 OIII_5007       	 NII_5755        	 HeI_5876        	 SIII_6312       	 NII_6584        	 HeI_6678        	 SII_6717,31     	 ArIII_7135      	 OII_7325        	 SIII_9069      	source
6.9000000 	 -2.0000000 	 -4.0000000 	 0.1904000 	 0.1240000 	 0.0333000 	 0.0000000 	 0.0256000 	 0.0000000 	 0.0094000 	 0.0000000 	 0.0660000 	 3.1914000 	 0.0051000 	 0.0000000 	 0.0826000 	 0.0000000 	 0.0029000	AGN
6.9000000 	 -2.0000000 	 -3.7500000 	 0.1579000 	 0.1372000 	 0.0370000 	 0.0000000 	 0.0226000 	 0.0000000 	 0.0324000 	 0.0000000 	 0.0585000 	 3.1658000 	 0.0053000 	 0.0000000 	 0.0686000 	 0.0000000 	 0.0036000	AGN
6.9000000 	 -2.0000000 	 -3.5000000 	 0.1292000 	 0.1359000 	 0.0418000 	 0.0015000 	 0.0197000 	 0.0000000 	 0.0931000 	 0.0000000 	 0.0511000 	 3.1439000 	 0.0051000 	 0.0000000 	 0.0561000 	 0.0000000 	 0.0039000	AGN
6.9000000 	 -2.0000000 	 -3.2500000 	 0.1050000 	 0.1154000 	 0.0472000 	 0.0036000 	 0.0169000 	 0.0000000 	 0.1884000 	 0.0000000 	 0.0442000 	 3.1288000 	 0.0045000 	 0.0000000 	 0.0454000 	 0.0000000 	 0.0034000	AGN
6.9000000 	 -2.0000000 	 -3.0000000 	 0.0829000 	 0.0904000 	 0.0515000 	 0.0061000 	 0.0145000 	 0.0000000 	 0.2717000 	 0.0000000 	 0.0380000 	 3.1216000 	 0.0039000 	 0.0000000 	 0.0356000 	 0.0015000 	 0.0027000	AGN
6.9000000 	 -2.0000000 	 -2.7500000 	 0.0669000 	 0.0699000 	 0.0515000 	 0.0078000 	 0.0124000 	 0.0000000 	 0.3045000 	 0.0000000 	 0.0326000 	 3.1240000 	 0.0034000 	 0.0000000 	 0.0285000 	 0.0071000 	 0.0021000	AGN
6.9000000 	 -2.0000000 	 -2.5000000 	 0.0563000 	 0.0552000 	 0.0466000 	 0.0081000 	 0.0106000 	 0.0013000 	 0.2829000 	 0.0000000 	 0.0279000 	 3.1349000 	 0.0031000 	 0.0000000 	 0.0238000 	 0.0157000 	 0.0000000	AGN
6.9000000 	 -2.0000000 	 -2.2500000 	 0.0517000 	 0.0459000 	 0.0400000 	 0.0069000 	 0.0090000 	 0.0014000 	 0.2247000 	 0.0000000 	 0.0237000 	 3.1561000 	 0.0029000 	 0.0010000 	 0.0217000 	 0.0242000 	 0.0000000	AGN
6.9000000 	 -2.0000000 	 -2.0000000 	 0.0517000 	 0.0414000 	 0.0347000 	 0.0048000 	 0.0078000 	 0.0011000 	 0.1536000 	 0.0000000 	 0.0204000 	 3.1907000 	 0.0029000 	 0.0033000 	 0.0216000 	 0.0276000 	 0.0000000	AGN
6.9000000 	 -2.0000000 	 -1.7500000 	 0.0532000 	 0.0409000 	 0.0322000 	 0.0028000 	 0.0069000 	 0.0000000 	 0.0910000 	 0.0000000 	 0.0181000 	 3.2458000 	 0.0030000 	 0.0049000 	 0.0221000 	 0.0243000 	 0.0000000	AGN
6.9000000 	 -2.0000000 	 -1.5000000 	 0.0667000 	 0.0432000 	 0.0325000 	 0.0014000 	 0.0064000 	 0.0000000 	 0.0491000 	 0.0000000 	 0.0168000 	 3.3328000 	 0.0031000 	 0.0050000 	 0.0277000 	 0.0175000 	 0.0000000	AGN
6.9000000 	 -2.0000000 	 -1.5000000 	 0.0667000 	 0.0432000 	 0.0325000 	 0.0014000 	 0.0064000 	 0.0000000 	 0.0491000 	 0.0000000 	 0.0168000 	 3.3328000 	 0.0031000 	 0.0050000 	 0.0277000 	 0.0175000 	 0.0000000	AGN
6.9000000 	 -2.0000000 	 -1.0000000 	 0.1984000 	 0.0476000 	 0.0314000 	 0.0000000 	 0.0065000 	 0.0000000 	 0.0168000 	 0.0000000 	 0.0172000 	 3.6516000 	 0.0031000 	 0.0014000 	 0.0818000 	 0.0050000 	 0.0000000	AGN
6.9000000 	 -2.0000000 	 -0.7500000 	 0.2580000 	 0.0488000 	 0.0289000 	 0.0000000 	 0.0069000 	 0.0000000 	 0.0127000 	 0.0000000 	 0.0185000 	 3.7736000 	 0.0031000 	 0.0000000 	 0.1064000 	 0.0015000 	 0.0000000	AGN
6.9000000 	 -2.0000000 	 -0.5000000 	 0.2958000 	 0.0508000 	 0.0267000 	 0.0000000 	 0.0074000 	 0.0000000 	 0.0106000 	 0.0000000 	 0.0204000 	 3.8617000 	 0.0031000 	 0.0000000 	 0.1222000 	 0.0000000 	 0.0000000	AGN
6.9000000 	 -1.8750000 	 -4.0000000 	 0.1903000 	 0.1240000 	 0.0333000 	 0.0000000 	 0.0256000 	 0.0000000 	 0.0094000 	 0.0000000 	 0.0660000 	 3.1913000 	 0.0069000 	 0.0000000 	 0.0826000 	 0.0000000 	 0.0029000	AGN
6.9000000 	 -1.8750000 	 -3.7500000 	 0.1578000 	 0.1372000 	 0.0370000 	 0.0000000 	 0.0226000 	 0.0000000 	 0.0324000 	 0.0000000 	 0.0585000 	 3.1656000 	 0.0071000 	 0.0000000 	 0.0686000 	 0.0000000 	 0.0036000	AGN
6.9000000 	 -1.8750000 	 -3.5000000 	 0.1288000 	 0.1359000 	 0.0417000 	 0.0015000 	 0.0197000 	 0.0000000 	 0.0931000 	 0.0000000 	 0.0511000 	 3.1436000 	 0.0068000 	 0.0000000 	 0.0559000 	 0.0000000 	 0.0039000	AGN
6.9000000 	 -1.8750000 	 -3.2500000 	 0.1048000 	 0.1154000 	 0.0472000 	 0.0036000 	 0.0169000 	 0.0000000 	 0.1884000 	 0.0000000 	 0.0442000 	 3.1287000 	 0.0060000 	 0.0000000 	 0.0453000 	 0.0000000 	 0.0034000	AGN
6.9000000 	 -1.8750000 	 -3.0000000 	 0.0834000 	 0.0903000 	 0.0515000 	 0.0061000 	 0.0145000 	 0.0000000 	 0.2715000 	 0.0000000 	 0.0380000 	 3.1219000 	 0.0052000 	 0.0000000 	 0.0358000 	 0.0030000 	 0.0027000	AGN
6.9000000 	 -1.8750000 	 -2.7500000 	 0.0667000 	 0.0699000 	 0.0515000 	 0.0078000 	 0.0124000 	 0.0000000 	 0.3045000 	 0.0000000 	 0.0326000 	 3.1240000 	 0.0045000 	 0.0000000 	 0.0284000 	 0.0094000 	 0.0021000	AGN
6.9000000 	 -1.8750000 	 -2.5000000 	 0.0566000 	 0.0552000 	 0.0466000 	 0.0081000 	 0.0106000 	 0.0013000 	 0.2829000 	 0.0000000 	 0.0279000 	 3.1349000 	 0.0041000 	 0.0000000 	 0.0239000 	 0.0206000 	 0.0000000	AGN
6.9000000 	 -1.8750000 	 -2.2500000 	 0.0517000 	 0.0459000 	 0.0400000 	 0.0069000 	 0.0090000 	 0.0014000 	 0.2247000 	 0.0000000 	 0.0237000 	 3.1560000 	 0.0039000 	 0.0013000 	 0.0217000 	 0.0318000 	 0.0000000	AGN
6.9000000 	 -1.8750000 	 -2.0000000 	 0.0516000 	 0.0414000 	 0.0347000 	 0.0048000 	 0.0078000 	 0.0011000 	 0.1536000 	 0.0000000 	 0.0204000 	 3.1907000 	 0.0039000 	 0.0044000 	 0.0215000 	 0.0361000 	 0.0000000	AGN
6.9000000 	 -1.8750000 	 -1.7500000 	 0.0533000 	 0.0409000 	 0.0322000 	 0.0028000 	 0.0069000 	 0.0000000 	 0.0909000 	 0.0000000 	 0.0181000 	 3.2458000 	 0.0040000 	 0.0064000 	 0.0222000 	 0.0319000 	 0.0000000	AGN
6.9000000 	 -1.8750000 	 -1.5000000 	 0.0681000 	 0.0432000 	 0.0325000 	 0.0014000 	 0.0064000 	 0.0000000 	 0.0490000 	 0.0000000 	 0.0168000 	 3.3351000 	 0.0042000 	 0.0066000 	 0.0282000 	 0.0228000 	 0.0000000	AGN
6.9000000 	 -1.8750000 	 -1.5000000 	 0.0681000 	 0.0432000 	 0.0325000 	 0.0014000 	 0.0064000 	 0.0000000 	 0.0490000 	 0.0000000 	 0.0168000 	 3.3351000 	 0.0042000 	 0.0066000 	 0.0282000 	 0.0228000 	 0.0000000	AGN
6.9000000 	 -1.8750000 	 -1.0000000 	 0.1984000 	 0.0476000 	 0.0314000 	 0.0000000 	 0.0065000 	 0.0000000 	 0.0168000 	 0.0000000 	 0.0172000 	 3.6513000 	 0.0042000 	 0.0019000 	 0.0818000 	 0.0065000 	 0.0000000	AGN
6.9000000 	 -1.8750000 	 -0.7500000 	 0.2582000 	 0.0488000 	 0.0288000 	 0.0000000 	 0.0069000 	 0.0000000 	 0.0127000 	 0.0000000 	 0.0185000 	 3.7739000 	 0.0041000 	 0.0000000 	 0.1065000 	 0.0031000 	 0.0000000	AGN
6.9000000 	 -1.8750000 	 -0.5000000 	 0.2958000 	 0.0508000 	 0.0267000 	 0.0000000 	 0.0074000 	 0.0000000 	 0.0106000 	 0.0000000 	 0.0204000 	 3.8616000 	 0.0041000 	 0.0000000 	 0.1222000 	 0.0000000 	 0.0000000	AGN
6.9000000 	 -1.7500000 	 -4.0000000 	 0.1904000 	 0.1240000 	 0.0333000 	 0.0000000 	 0.0256000 	 0.0000000 	 0.0094000 	 0.0000000 	 0.0660000 	 3.1913000 	 0.0092000 	 0.0000000 	 0.0826000 	 0.0000000 	 0.0029000	AGN
6.9000000 	 -1.7500000 	 -3.7500000 	 0.1578000 	 0.1372000 	 0.0370000 	 0.0000000 	 0.0226000 	 0.0000000 	 0.0324000 	 0.0000000 	 0.0585000 	 3.1656000 	 0.0094000 	 0.0000000 	 0.0686000 	 0.0000000 	 0.0036000	AGN
6.9000000 	 -1.7500000 	 -3.5000000 	 0.1290000 	 0.1359000 	 0.0417000 	 0.0015000 	 0.0197000 	 0.0000000 	 0.0931000 	 0.0000000 	 0.0511000 	 3.1437000 	 0.0091000 	 0.0000000 	 0.0560000 	 0.0000000 	 0.0039000	AGN
6.9000000 	 -1.7500000 	 -3.2500000 	 0.1044000 	 0.1155000 	 0.0472000 	 0.0036000 	 0.0169000 	 0.0000000 	 0.1885000 	 0.0000000 	 0.0442000 	 3.1284000 	 0.0081000 	 0.0000000 	 0.0451000 	 0.0000000 	 0.0034000	AGN
6.9000000 	 -1.7500000 	 -3.0000000 	 0.0834000 	 0.0903000 	 0.0515000 	 0.0061000 	 0.0145000 	 0.0000000 	 0.2715000 	 0.0000000 	 0.0380000 	 3.1219000 	 0.0069000 	 0.0000000 	 0.0358000 	 0.0039000 	 0.0027000	AGN
6.9000000 	 -1.7500000 	 -2.7500000 	 0.0667000 	 0.0699000 	 0.0515000 	 0.0078000 	 0.0124000 	 0.0000000 	 0.3045000 	 0.0000000 	 0.0326000 	 3.1239000 	 0.0060000 	 0.0000000 	 0.0284000 	 0.0124000 	 0.0021000	AGN
6.9000000 	 -1.7500000 	 -2.5000000 	 0.0565000 	 0.0552000 	 0.0466000 	 0.0081000 	 0.0106000 	 0.0013000 	 0.2829000 	 0.0000000 	 0.0279000 	 3.1348000 	 0.0055000 	 0.0000000 	 0.0239000 	 0.0271000 	 0.0000000	AGN
6.9000000 	 -1.7500000 	 -2.2500000 	 0.0512000 	 0.0459000 	 0.0399000 	 0.0069000 	 0.0090000 	 0.0014000 	 0.2248000 	 0.0000000 	 0.0237000 	 3.1558000 	 0.0052000 	 0.0018000 	 0.0215000 	 0.0418000 	 0.0000000	AGN
6.9000000 	 -1.7500000 	 -2.0000000 	 0.0515000 	 0.0414000 	 0.0347000 	 0.0048000 	 0.0078000 	 0.0011000 	 0.1537000 	 0.0000000 	 0.0204000 	 3.1904000 	 0.0052000 	 0.0057000 	 0.0215000 	 0.0475000 	 0.0000000	AGN
6.9000000 	 -1.7500000 	 -1.7500000 	 0.0531000 	 0.0409000 	 0.0322000 	 0.0028000 	 0.0069000 	 0.0000000 	 0.0910000 	 0.0000000 	 0.0181000 	 3.2454000 	 0.0054000 	 0.0083000 	 0.0221000 	 0.0418000 	 0.0000000	AGN
6.9000000 	 -1.7500000 	 -1.5000000 	 0.0681000 	 0.0432000 	 0.0325000 	 0.0014000 	 0.0064000 	 0.0000000 	 0.0490000 	 0.0000000 	 0.0168000 	 3.3350000 	 0.0056000 	 0.0086000 	 0.0282000 	 0.0298000 	 0.0000000	AGN
6.9000000 	 -1.7500000 	 -1.5000000 	 0.0681000 	 0.0432000 	 0.0325000 	 0.0014000 	 0.0064000 	 0.0000000 	 0.0490000 	 0.0000000 	 0.0168000 	 3.3350000 	 0.0056000 	 0.0086000 	 0.0282000 	 0.0298000 	 0.0000000	AGN
6.9000000 	 -1.7500000 	 -1.0000000 	 0.2019000 	 0.0475000 	 0.0313000 	 0.0000000 	 0.0065000 	 0.0000000 	 0.0167000 	 0.0000000 	 0.0172000 	 3.6553000 	 0.0055000 	 0.0037000 	 0.0832000 	 0.0083000 	 0.0000000	AGN
6.9000000 	 -1.7500000 	 -0.7500000 	 0.2582000 	 0.0488000 	 0.0288000 	 0.0000000 	 0.0069000 	 0.0000000 	 0.0127000 	 0.0000000 	 0.0185000 	 3.7737000 	 0.0054000 	 0.0011000 	 0.1065000 	 0.0039000 	 0.0000000	AGN
6.9000000 	 -1.7500000 	 -0.5000000 	 0.2958000 	 0.0508000 	 0.0267000 	 0.0000000 	 0.0074000 	 0.0000000 	 0.0106000 	 0.0000000 	 0.0204000 	 3.8615000 	 0.0054000 	 0.0000000 	 0.1222000 	 0.0013000 	 0.0000000	AGN
6.9000000 	 -1.6250000 	 -4.0000000 	 0.1904000 	 0.1240000 	 0.0333000 	 0.0000000 	 0.0256000 	 0.0000000 	 0.0094000 	 0.0000000 	 0.0660000 	 3.1913000 	 0.0122000 	 0.0000000 	 0.0826000 	 0.0000000 	 0.0029000	AGN
6.9000000 	 -1.6250000 	 -3.7500000 	 0.1578000 	 0.1371000 	 0.0370000 	 0.0000000 	 0.0226000 	 0.0000000 	 0.0324000 	 0.0000000 	 0.0585000 	 3.1656000 	 0.0126000 	 0.0000000 	 0.0686000 	 0.0000000 	 0.0036000	AGN
6.9000000 	 -1.6250000 	 -3.5000000 	 0.1290000 	 0.1359000 	 0.0417000 	 0.0015000 	 0.0197000 	 0.0000000 	 0.0931000 	 0.0000000 	 0.0511000 	 3.1437000 	 0.0122000 	 0.0000000 	 0.0560000 	 0.0000000 	 0.0039000	AGN
6.9000000 	 -1.6250000 	 -3.2500000 	 0.1043000 	 0.1155000 	 0.0472000 	 0.0036000 	 0.0169000 	 0.0000000 	 0.1885000 	 0.0000000 	 0.0442000 	 3.1284000 	 0.0108000 	 0.0000000 	 0.0451000 	 0.0000000 	 0.0034000	AGN
6.9000000 	 -1.6250000 	 -3.0000000 	 0.0834000 	 0.0903000 	 0.0515000 	 0.0061000 	 0.0145000 	 0.0000000 	 0.2715000 	 0.0000000 	 0.0380000 	 3.1218000 	 0.0092000 	 0.0000000 	 0.0358000 	 0.0053000 	 0.0027000	AGN
6.9000000 	 -1.6250000 	 -2.7500000 	 0.0669000 	 0.0699000 	 0.0515000 	 0.0078000 	 0.0124000 	 0.0000000 	 0.3044000 	 0.0000000 	 0.0326000 	 3.1239000 	 0.0081000 	 0.0000000 	 0.0285000 	 0.0164000 	 0.0021000	AGN
6.9000000 	 -1.6250000 	 -2.5000000 	 0.0566000 	 0.0552000 	 0.0466000 	 0.0081000 	 0.0106000 	 0.0013000 	 0.2829000 	 0.0000000 	 0.0279000 	 3.1348000 	 0.0073000 	 0.0000000 	 0.0239000 	 0.0356000 	 0.0000000	AGN
6.9000000 	 -1.6250000 	 -2.2500000 	 0.0513000 	 0.0459000 	 0.0399000 	 0.0069000 	 0.0090000 	 0.0014000 	 0.2248000 	 0.0000000 	 0.0237000 	 3.1557000 	 0.0070000 	 0.0035000 	 0.0215000 	 0.0550000 	 0.0000000	AGN
6.9000000 	 -1.6250000 	 -2.0000000 	 0.0518000 	 0.0414000 	 0.0348000 	 0.0048000 	 0.0078000 	 0.0011000 	 0.1536000 	 0.0000000 	 0.0204000 	 3.1907000 	 0.0069000 	 0.0075000 	 0.0216000 	 0.0623000 	 0.0000000	AGN
6.9000000 	 -1.6250000 	 -1.7500000 	 0.0533000 	 0.0409000 	 0.0322000 	 0.0028000 	 0.0069000 	 0.0000000 	 0.0909000 	 0.0000000 	 0.0181000 	 3.2456000 	 0.0071000 	 0.0108000 	 0.0222000 	 0.0548000 	 0.0000000	AGN
6.9000000 	 -1.6250000 	 -1.5000000 	 0.0680000 	 0.0432000 	 0.0325000 	 0.0014000 	 0.0064000 	 0.0000000 	 0.0490000 	 0.0000000 	 0.0168000 	 3.3348000 	 0.0075000 	 0.0113000 	 0.0282000 	 0.0389000 	 0.0000000	AGN
6.9000000 	 -1.6250000 	 -1.5000000 	 0.0680000 	 0.0432000 	 0.0325000 	 0.0014000 	 0.0064000 	 0.0000000 	 0.0490000 	 0.0000000 	 0.0168000 	 3.3348000 	 0.0075000 	 0.0113000 	 0.0282000 	 0.0389000 	 0.0000000	AGN
6.9000000 	 -1.6250000 	 -1.0000000 	 0.2019000 	 0.0475000 	 0.0313000 	 0.0000000 	 0.0065000 	 0.0000000 	 0.0167000 	 0.0000000 	 0.0172000 	 3.6557000 	 0.0074000 	 0.0049000 	 0.0832000 	 0.0109000 	 0.0000000	AGN
6.9000000 	 -1.6250000 	 -0.7500000 	 0.2580000 	 0.0488000 	 0.0289000 	 0.0000000 	 0.0069000 	 0.0000000 	 0.0127000 	 0.0000000 	 0.0185000 	 3.7733000 	 0.0073000 	 0.0014000 	 0.1064000 	 0.0051000 	 0.0000000	AGN
6.9000000 	 -1.6250000 	 -0.5000000 	 0.2958000 	 0.0508000 	 0.0267000 	 0.0000000 	 0.0074000 	 0.0000000 	 0.0106000 	 0.0000000 	 0.0204000 	 3.8613000 	 0.0073000 	 0.0000000 	 0.1222000 	 0.0016000 	 0.0000000	AGN
6.9000000 	 -1.5000000 	 -4.0000000 	 0.1904000 	 0.1240000 	 0.0333000 	 0.0000000 	 0.0256000 	 0.0000000 	 0.0094000 	 0.0000000 	 0.0660000 	 3.1912000 	 0.0163000 	 0.0000000 	 0.0826000 	 0.0000000 	 0.0029000	AGN
6.9000000 	 -1.5000000 	 -3.7500000 	 0.1579000 	 0.1371000 	 0.0370000 	 0.0000000 	 0.0226000 	 0.0000000 	 0.0324000 	 0.0000000 	 0.0585000 	 3.1656000 	 0.0168000 	 0.0000000 	 0.0686000 	 0.0000000 	 0.0036000	AGN
6.9000000 	 -1.5000000 	 -3.5000000 	 0.1294000 	 0.1358000 	 0.0417000 	 0.0015000 	 0.0197000 	 0.0000000 	 0.0930000 	 0.0000000 	 0.0511000 	 3.1438000 	 0.0162000 	 0.0000000 	 0.0562000 	 0.0000000 	 0.0039000	AGN
6.9000000 	 -1.5000000 	 -3.2500000 	 0.1046000 	 0.1154000 	 0.0472000 	 0.0036000 	 0.0169000 	 0.0000000 	 0.1884000 	 0.0000000 	 0.0442000 	 3.1286000 	 0.0143000 	 0.0000000 	 0.0452000 	 0.0011000 	 0.0034000	AGN
6.9000000 	 -1.5000000 	 -3.0000000 	 0.0834000 	 0.0903000 	 0.0515000 	 0.0061000 	 0.0145000 	 0.0000000 	 0.2714000 	 0.0000000 	 0.0380000 	 3.1217000 	 0.0123000 	 0.0000000 	 0.0358000 	 0.0070000 	 0.0027000	AGN
6.9000000 	 -1.5000000 	 -2.7500000 	 0.0670000 	 0.0699000 	 0.0515000 	 0.0078000 	 0.0124000 	 0.0000000 	 0.3044000 	 0.0000000 	 0.0326000 	 3.1238000 	 0.0108000 	 0.0000000 	 0.0285000 	 0.0216000 	 0.0021000	AGN
6.9000000 	 -1.5000000 	 -2.5000000 	 0.0564000 	 0.0552000 	 0.0465000 	 0.0081000 	 0.0106000 	 0.0013000 	 0.2828000 	 0.0000000 	 0.0279000 	 3.1346000 	 0.0098000 	 0.0000000 	 0.0238000 	 0.0468000 	 0.0000000	AGN
6.9000000 	 -1.5000000 	 -2.2500000 	 0.0513000 	 0.0459000 	 0.0400000 	 0.0069000 	 0.0090000 	 0.0014000 	 0.2247000 	 0.0000000 	 0.0237000 	 3.1556000 	 0.0093000 	 0.0046000 	 0.0215000 	 0.0724000 	 0.0000000	AGN
6.9000000 	 -1.5000000 	 -2.0000000 	 0.0517000 	 0.0414000 	 0.0347000 	 0.0048000 	 0.0078000 	 0.0011000 	 0.1536000 	 0.0000000 	 0.0204000 	 3.1903000 	 0.0092000 	 0.0097000 	 0.0216000 	 0.0820000 	 0.0000000	AGN
6.9000000 	 -1.5000000 	 -1.7500000 	 0.0533000 	 0.0409000 	 0.0322000 	 0.0028000 	 0.0069000 	 0.0000000 	 0.0910000 	 0.0000000 	 0.0181000 	 3.2454000 	 0.0095000 	 0.0141000 	 0.0222000 	 0.0719000 	 0.0000000	AGN
6.9000000 	 -1.5000000 	 -1.5000000 	 0.0680000 	 0.0432000 	 0.0325000 	 0.0014000 	 0.0064000 	 0.0000000 	 0.0490000 	 0.0000000 	 0.0168000 	 3.3345000 	 0.0099000 	 0.0147000 	 0.0282000 	 0.0509000 	 0.0000000	AGN
6.9000000 	 -1.5000000 	 -1.5000000 	 0.0680000 	 0.0432000 	 0.0325000 	 0.0014000 	 0.0064000 	 0.0000000 	 0.0490000 	 0.0000000 	 0.0168000 	 3.3345000 	 0.0099000 	 0.0147000 	 0.0282000 	 0.0509000 	 0.0000000	AGN
6.9000000 	 -1.5000000 	 -1.0000000 	 0.2019000 	 0.0475000 	 0.0313000 	 0.0000000 	 0.0065000 	 0.0000000 	 0.0167000 	 0.0000000 	 0.0172000 	 3.6556000 	 0.0099000 	 0.0064000 	 0.0832000 	 0.0141000 	 0.0000000	AGN
6.9000000 	 -1.5000000 	 -0.7500000 	 0.2579000 	 0.0488000 	 0.0289000 	 0.0000000 	 0.0069000 	 0.0000000 	 0.0127000 	 0.0000000 	 0.0185000 	 3.7730000 	 0.0097000 	 0.0019000 	 0.1064000 	 0.0065000 	 0.0000000	AGN
6.9000000 	 -1.5000000 	 -0.5000000 	 0.2958000 	 0.0508000 	 0.0267000 	 0.0000000 	 0.0074000 	 0.0000000 	 0.0106000 	 0.0000000 	 0.0204000 	 3.8611000 	 0.0097000 	 0.0000000 	 0.1222000 	 0.0032000 	 0.0000000	AGN
6.9000000 	 -1.3750000 	 -4.0000000 	 0.1904000 	 0.1240000 	 0.0333000 	 0.0000000 	 0.0256000 	 0.0000000 	 0.0094000 	 0.0000000 	 0.0660000 	 3.1912000 	 0.0217000 	 0.0000000 	 0.0826000 	 0.0000000 	 0.0029000	AGN
6.9000000 	 -1.3750000 	 -3.7500000 	 0.1579000 	 0.1371000 	 0.0370000 	 0.0000000 	 0.0226000 	 0.0000000 	 0.0324000 	 0.0000000 	 0.0585000 	 3.1655000 	 0.0224000 	 0.0000000 	 0.0686000 	 0.0000000 	 0.0035000	AGN
6.9000000 	 -1.3750000 	 -3.5000000 	 0.1293000 	 0.1358000 	 0.0417000 	 0.0015000 	 0.0197000 	 0.0000000 	 0.0930000 	 0.0000000 	 0.0511000 	 3.1437000 	 0.0216000 	 0.0000000 	 0.0561000 	 0.0000000 	 0.0039000	AGN
6.9000000 	 -1.3750000 	 -3.2500000 	 0.1049000 	 0.1154000 	 0.0472000 	 0.0036000 	 0.0169000 	 0.0000000 	 0.1883000 	 0.0000000 	 0.0442000 	 3.1286000 	 0.0191000 	 0.0000000 	 0.0453000 	 0.0014000 	 0.0034000	AGN
6.9000000 	 -1.3750000 	 -3.0000000 	 0.0834000 	 0.0903000 	 0.0515000 	 0.0061000 	 0.0145000 	 0.0000000 	 0.2714000 	 0.0000000 	 0.0380000 	 3.1215000 	 0.0164000 	 0.0000000 	 0.0358000 	 0.0092000 	 0.0027000	AGN
6.9000000 	 -1.3750000 	 -2.7500000 	 0.0670000 	 0.0699000 	 0.0515000 	 0.0078000 	 0.0124000 	 0.0000000 	 0.3043000 	 0.0000000 	 0.0326000 	 3.1237000 	 0.0143000 	 0.0000000 	 0.0285000 	 0.0284000 	 0.0021000	AGN
6.9000000 	 -1.3750000 	 -2.5000000 	 0.0564000 	 0.0553000 	 0.0466000 	 0.0081000 	 0.0106000 	 0.0013000 	 0.2828000 	 0.0000000 	 0.0279000 	 3.1346000 	 0.0130000 	 0.0013000 	 0.0238000 	 0.0616000 	 0.0000000	AGN
6.9000000 	 -1.3750000 	 -2.2500000 	 0.0515000 	 0.0459000 	 0.0399000 	 0.0069000 	 0.0090000 	 0.0014000 	 0.2248000 	 0.0000000 	 0.0237000 	 3.1553000 	 0.0124000 	 0.0061000 	 0.0216000 	 0.0954000 	 0.0000000	AGN
6.9000000 	 -1.3750000 	 -2.0000000 	 0.0516000 	 0.0414000 	 0.0347000 	 0.0048000 	 0.0078000 	 0.0011000 	 0.1537000 	 0.0000000 	 0.0204000 	 3.1902000 	 0.0123000 	 0.0126000 	 0.0215000 	 0.1079000 	 0.0000000	AGN
6.9000000 	 -1.3750000 	 -1.7500000 	 0.0534000 	 0.0409000 	 0.0322000 	 0.0028000 	 0.0069000 	 0.0000000 	 0.0909000 	 0.0000000 	 0.0181000 	 3.2455000 	 0.0127000 	 0.0184000 	 0.0222000 	 0.0945000 	 0.0000000	AGN
6.9000000 	 -1.3750000 	 -1.5000000 	 0.0679000 	 0.0432000 	 0.0325000 	 0.0014000 	 0.0064000 	 0.0000000 	 0.0490000 	 0.0000000 	 0.0168000 	 3.3342000 	 0.0133000 	 0.0193000 	 0.0282000 	 0.0668000 	 0.0000000	AGN
6.9000000 	 -1.3750000 	 -1.5000000 	 0.0679000 	 0.0432000 	 0.0325000 	 0.0014000 	 0.0064000 	 0.0000000 	 0.0490000 	 0.0000000 	 0.0168000 	 3.3342000 	 0.0133000 	 0.0193000 	 0.0282000 	 0.0668000 	 0.0000000	AGN
6.9000000 	 -1.3750000 	 -1.0000000 	 0.1982000 	 0.0476000 	 0.0314000 	 0.0000000 	 0.0065000 	 0.0000000 	 0.0168000 	 0.0000000 	 0.0172000 	 3.6507000 	 0.0132000 	 0.0085000 	 0.0817000 	 0.0185000 	 0.0000000	AGN
6.9000000 	 -1.3750000 	 -0.7500000 	 0.2577000 	 0.0488000 	 0.0289000 	 0.0000000 	 0.0069000 	 0.0000000 	 0.0128000 	 0.0000000 	 0.0185000 	 3.7727000 	 0.0129000 	 0.0038000 	 0.1063000 	 0.0085000 	 0.0000000	AGN
6.9000000 	 -1.3750000 	 -0.5000000 	 0.2957000 	 0.0508000 	 0.0267000 	 0.0000000 	 0.0074000 	 0.0000000 	 0.0106000 	 0.0000000 	 0.0204000 	 3.8609000 	 0.0129000 	 0.0000000 	 0.1222000 	 0.0042000 	 0.0000000	AGN
6.9000000 	 -1.2500000 	 -4.0000000 	 0.1903000 	 0.1239000 	 0.0333000 	 0.0000000 	 0.0256000 	 0.0000000 	 0.0094000 	 0.0000000 	 0.0660000 	 3.1911000 	 0.0289000 	 0.0000000 	 0.0826000 	 0.0000000 	 0.0029000	AGN
6.9000000 	 -1.2500000 	 -3.7500000 	 0.1577000 	 0.1371000 	 0.0370000 	 0.0000000 	 0.0226000 	 0.0000000 	 0.0324000 	 0.0000000 	 0.0585000 	 3.1652000 	 0.0299000 	 0.0000000 	 0.0685000 	 0.0000000 	 0.0035000	AGN
