12+log(O/H),log(N/O),log(U),OII_3727,NeIII_3868,OIII_4363,HeI_4471,HeII_4686,OIII_5007,NII_5755,HeI_5876,SIII_6312,NII_6584,HeI_6678,"SII_6717,31",ArIII_7135,OII_7325,SIII_9069,source
8.5,-0.875,-2.0,0.9187,0.2796,0.0319,0.0226,0.0,5.9167,0.0033,0.0582,0.0194,0.1982,0.0165,0.1984,0.1228,0.0172,0.3247,1
8.5,-0.875,-1.75,0.708,0.3252,0.0417,0.0225,0.0,6.8987,0.0026,0.0582,0.02,0.1456,0.0164,0.1522,0.1172,0.0142,0.3075,1
8.5,-0.875,-1.5,0.561,0.3771,0.0537,0.0224,0.0,7.9459,0.0022,0.0581,0.02,0.1113,0.0164,0.1217,0.108,0.0117,0.2797,1
8.6,-0.875,-4.0,0.8758,0.0052,0.0,0.0217,0.0,0.0158,0.0022,0.0567,0.0,0.6035,0.0162,0.9823,0.0342,0.0043,0.0559,1
8.6,-0.875,-3.75,1.3039,0.0115,0.0,0.0223,0.0,0.0601,0.0034,0.0581,0.0019,0.7381,0.0166,1.0043,0.0462,0.0091,0.0922,1
8.6,-0.875,-3.5,1.8394,0.0246,0.0,0.0226,0.0,0.2154,0.0049,0.0587,0.0038,0.8569,0.0167,0.9646,0.0609,0.0151,0.1458,1
8.6,-0.875,-3.25,2.236,0.0465,0.0013,0.0227,0.0,0.6141,0.006,0.0589,0.0064,0.8717,0.0167,0.8395,0.075,0.0214,0.2071,1
8.6,-0.875,-3.0,2.255,0.0743,0.003,0.0227,0.0,1.295,0.0061,0.0589,0.0089,0.7522,0.0167,0.662,0.085,0.0242,0.2599,1
8.6,-0.875,-2.75,1.9881,0.1051,0.0056,0.0227,0.0,2.1405,0.0054,0.0589,0.011,0.5782,0.0167,0.4933,0.0914,0.0237,0.2985,1
8.6,-0.875,-2.5,1.6114,0.1378,0.0089,0.0227,0.0,3.04,0.0044,0.0589,0.0128,0.4167,0.0167,0.3587,0.0957,0.0213,0.3254,1
8.6,-0.875,-2.25,1.2497,0.1725,0.0131,0.0227,0.0,3.9457,0.0035,0.0588,0.0145,0.2936,0.0167,0.2612,0.099,0.0181,0.3423,1
8.6,-0.875,-2.0,0.9592,0.2101,0.0182,0.0227,0.0,4.8531,0.0028,0.0588,0.016,0.2088,0.0166,0.1942,0.1008,0.0151,0.3484,1
8.6,-0.875,-1.75,0.7448,0.251,0.0245,0.0227,0.0,5.7747,0.0023,0.0587,0.0171,0.153,0.0166,0.1492,0.1002,0.0127,0.3417,1
8.6,-0.875,-1.5,0.5921,0.2969,0.0324,0.0226,0.0,6.7497,0.0019,0.0586,0.0178,0.1166,0.0166,0.1193,0.0965,0.0108,0.3225,1
8.7,-0.875,-4.0,0.3923,0.0015,0.0,0.0213,0.0,0.0059,0.0,0.056,0.0,0.4107,0.016,0.6888,0.03,0.0,0.0421,1
8.7,-0.875,-3.75,0.632,0.0036,0.0,0.0221,0.0,0.0233,0.0014,0.0579,0.0,0.5247,0.0165,0.7402,0.0423,0.0012,0.0711,1
8.7,-0.875,-3.5,1.0203,0.0089,0.0,0.0225,0.0,0.0963,0.0023,0.0588,0.0019,0.659,0.0168,0.7645,0.06,0.005,0.1199,1
8.7,-0.875,-3.25,1.4891,0.0205,0.0,0.0227,0.0,0.3336,0.0034,0.0591,0.0039,0.7433,0.0168,0.7231,0.0812,0.0103,0.1864,1
8.7,-0.875,-3.0,1.7518,0.0386,0.0012,0.0228,0.0,0.8142,0.0039,0.0592,0.0062,0.6951,0.0168,0.6057,0.0986,0.0142,0.2495,1
8.7,-0.875,-2.75,1.6985,0.0601,0.0025,0.0228,0.0,1.4575,0.0038,0.0592,0.008,0.5559,0.0168,0.462,0.1086,0.0159,0.2935,1
8.7,-0.875,-2.5,1.4779,0.0845,0.0042,0.0228,0.0,2.1803,0.0033,0.0593,0.0096,0.4103,0.0168,0.3392,0.1149,0.0156,0.3231,1
8.7,-0.875,-2.25,1.2059,0.1123,0.0065,0.0228,0.0,2.9465,0.0027,0.0593,0.0109,0.2926,0.0168,0.2479,0.12,0.0142,0.3437,1
8.7,-0.875,-2.0,0.9553,0.1438,0.0095,0.0228,0.0,3.7478,0.0022,0.0593,0.0123,0.2088,0.0168,0.1845,0.1246,0.0123,0.3567,1
8.7,-0.875,-1.75,0.7559,0.1793,0.0133,0.0228,0.0,4.5864,0.0018,0.0593,0.0135,0.1529,0.0168,0.1419,0.1277,0.0106,0.36,1
8.7,-0.875,-1.5,0.6063,0.2194,0.0181,0.0228,0.0,5.4878,0.0015,0.0592,0.0146,0.1161,0.0168,0.1135,0.1282,0.0091,0.3519,1
8.8,-0.875,-4.0,0.1605,0.0,0.0,0.021,0.0,0.0021,0.0,0.0556,0.0,0.266,0.0159,0.4595,0.016,0.0,0.0307,1
8.8,-0.875,-3.75,0.2774,0.001,0.0,0.022,0.0,0.0085,0.0,0.0578,0.0,0.3522,0.0165,0.5177,0.0233,0.0,0.0528,1
8.8,-0.875,-3.5,0.4913,0.0028,0.0,0.0225,0.0,0.0381,0.0,0.059,0.0,0.4671,0.0168,0.5662,0.0347,0.0,0.0929,1
8.8,-0.875,-3.25,0.8549,0.0078,0.0,0.0227,0.0,0.1616,0.0016,0.0595,0.0021,0.5824,0.0169,0.5842,0.0517,0.0017,0.1579,1
8.8,-0.875,-3.0,1.2158,0.0178,0.0,0.0228,0.0,0.4715,0.0023,0.0595,0.0039,0.6026,0.017,0.5319,0.0688,0.0072,0.23,1
8.8,-0.875,-2.75,1.3508,0.0312,0.0,0.0229,0.0,0.9369,0.0025,0.0596,0.0056,0.5127,0.017,0.4245,0.0796,0.0095,0.283,1
8.8,-0.875,-2.5,1.2888,0.0469,0.0018,0.0229,0.0,1.4771,0.0023,0.0597,0.0069,0.3906,0.017,0.3171,0.0853,0.0108,0.3156,1
8.8,-0.875,-2.25,1.1279,0.0659,0.003,0.0229,0.0,2.0765,0.002,0.0598,0.008,0.2832,0.017,0.2332,0.0895,0.0107,0.3377,1
8.8,-0.875,-2.0,0.9393,0.0894,0.0046,0.0229,0.0,2.7389,0.0016,0.0598,0.0091,0.2033,0.017,0.1737,0.0938,0.0099,0.3544,1
8.8,-0.875,-1.75,0.7671,0.118,0.0068,0.0229,0.0,3.4706,0.0013,0.0598,0.0103,0.1487,0.0169,0.1337,0.0982,0.0089,0.3656,1
8.8,-0.875,-1.5,0.6256,0.1516,0.0097,0.0229,0.0,4.2755,0.0011,0.0597,0.0115,0.1125,0.0169,0.1069,0.1018,0.0078,0.3682,1
8.9,-0.875,-4.0,0.0405,0.0,0.0,0.018,0.0,0.0011,0.0,0.0481,0.0,0.1216,0.0139,0.177,0.0096,0.0,0.0202,1
8.9,-0.875,-3.75,0.0646,0.0,0.0,0.0195,0.0,0.0043,0.0,0.0519,0.0,0.1521,0.015,0.1866,0.0141,0.0,0.0354,1
8.9,-0.875,-3.5,0.1277,0.0,0.0,0.022,0.0,0.0081,0.0,0.0582,0.0,0.2304,0.0166,0.3025,0.0216,0.0,0.0512,1
8.9,-0.875,-3.25,0.2673,0.0013,0.0,0.0225,0.0,0.0429,0.0,0.0592,0.0,0.3247,0.0169,0.3497,0.0361,0.0,0.0974,1
8.9,-0.875,-3.0,0.5031,0.0041,0.0,0.0227,0.0,0.1691,0.0,0.0596,0.0014,0.3993,0.017,0.3679,0.0567,0.0,0.1657,1
8.9,-0.875,-2.75,0.7257,0.0089,0.0,0.0228,0.0,0.4115,0.001,0.0597,0.0026,0.3944,0.017,0.3297,0.0747,0.0013,0.2287,1
8.9,-0.875,-2.5,0.8475,0.0151,0.0,0.0229,0.0,0.7197,0.0012,0.0599,0.0037,0.331,0.0171,0.2627,0.0855,0.0042,0.27,1
8.9,-0.875,-2.25,0.8699,0.0228,0.0,0.0229,0.0,1.0764,0.0012,0.0601,0.0046,0.2544,0.0171,0.199,0.092,0.0051,0.296,1
8.9,-0.875,-2.0,0.8207,0.0334,0.0015,0.023,0.0,1.495,0.001,0.0602,0.0055,0.1881,0.0171,0.1498,0.0976,0.0056,0.3152,1
8.9,-0.875,-1.75,0.7307,0.0487,0.0023,0.023,0.0,1.9984,0.0,0.0602,0.0063,0.1387,0.0171,0.1153,0.1039,0.0056,0.332,1
8.9,-0.875,-1.5,0.6266,0.0701,0.0036,0.0229,0.0,2.598,0.0,0.0602,0.0073,0.1046,0.017,0.092,0.1109,0.0053,0.3452,1
9.0,-0.875,-4.0,0.0041,0.0,0.0,0.0097,0.0,0.0,0.0,0.0259,0.0,0.0293,0.0074,0.0464,0.0017,0.0,0.0053,1
9.0,-0.875,-3.75,0.0076,0.0,0.0,0.0108,0.0,0.0,0.0,0.0286,0.0,0.0402,0.0082,0.0546,0.0028,0.0,0.0102,1
9.0,-0.875,-3.5,0.0187,0.0,0.0,0.0115,0.0,0.0023,0.0,0.0305,0.0,0.0635,0.0087,0.0714,0.0053,0.0,0.0214,1
9.0,-0.875,-3.25,0.0694,0.0,0.0,0.0197,0.0,0.0179,0.0,0.0524,0.0,0.1404,0.0152,0.1319,0.0146,0.0,0.0642,1
9.0,-0.875,-3.0,0.1142,0.0,0.0,0.0218,0.0,0.0573,0.0,0.0579,0.0,0.1483,0.0166,0.1264,0.0215,0.0,0.101,1
9.0,-0.875,-2.75,0.201,0.0,0.0,0.0224,0.0,0.0911,0.0,0.0592,0.0,0.2226,0.0169,0.1918,0.0302,0.0,0.1352,1
9.0,-0.875,-2.5,0.3645,0.0022,0.0,0.0226,0.0,0.1977,0.0,0.0596,0.0013,0.2422,0.017,0.1858,0.043,0.0,0.1936,1
9.0,-0.875,-2.25,0.5796,0.0038,0.0,0.0228,0.0,0.3355,0.0,0.0599,0.0022,0.2292,0.017,0.1622,0.0546,0.0,0.2437,1
9.0,-0.875,-2.0,0.8113,0.0055,0.0,0.0228,0.0,0.4883,0.0,0.0601,0.0034,0.1938,0.0171,0.1326,0.0639,0.0028,0.2816,1
9.0,-0.875,-1.75,1.0175,0.0076,0.0,0.0229,0.0,0.6616,0.0,0.0603,0.0046,0.1525,0.0171,0.1054,0.0709,0.0059,0.3086,1
9.0,-0.875,-1.5,1.0814,0.011,0.0,0.0229,0.0,0.9052,0.0,0.0603,0.0054,0.1147,0.0171,0.083,0.0745,0.0086,0.3208,1
9.1,-0.875,-4.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.021,0.0,0.0048,0.006,0.0083,0.0,0.0,0.0011,1
9.1,-0.875,-3.75,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0242,0.0,0.0073,0.0069,0.0112,0.0,0.0,0.0023,1
9.1,-0.875,-3.5,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0268,0.0,0.0125,0.0076,0.0161,0.0013,0.0,0.0053,1
9.1,-0.875,-3.25,0.0044,0.0,0.0,0.0107,0.0,0.0011,0.0,0.0284,0.0,0.0272,0.0081,0.0287,0.0034,0.0,0.0144,1
9.1,-0.875,-3.0,0.0235,0.0,0.0,0.0116,0.0,0.0098,0.0,0.0306,0.0,0.0588,0.0087,0.0523,0.0096,0.0,0.0398,1
9.1,-0.875,-2.75,0.0627,0.0,0.0,0.0183,0.0,0.0488,0.0,0.0485,0.0,0.0861,0.014,0.0721,0.0217,0.0,0.0921,1
9.1,-0.875,-2.5,0.0619,0.0,0.0,0.0198,0.0,0.093,0.0,0.0526,0.0,0.0579,0.0152,0.0494,0.025,0.0,0.1106,1
9.1,-0.875,-2.25,0.0399,0.0,0.0,0.0186,0.0,0.1212,0.0,0.0494,0.0,0.0286,0.0142,0.0256,0.0224,0.0,0.1034,1
9.1,-0.875,-2.0,0.0162,0.0,0.0,0.0134,0.0,0.101,0.0,0.0352,0.0,0.0102,0.01,0.0095,0.0146,0.0,0.0699,1
9.1,-0.875,-1.75,0.0062,0.0,0.0,0.0136,0.0,0.0787,0.0,0.0358,0.0,0.0044,0.0102,0.004,0.0108,0.0,0.0548,1
9.1,-0.875,-1.5,0.0027,0.0,0.0,0.0137,0.0,0.0658,0.0,0.0363,0.0,0.0022,0.0103,0.001,0.0086,0.0,0.0453,1
6.9,-0.75,-4.0,0.344,0.0107,0.0,0.0234,0.0,0.0103,0.002,0.06,0.0,0.095,0.0169,0.0995,0.0053,0.0077,0.006,1
6.9,-0.75,-3.75,0.3943,0.0167,0.0,0.0229,0.0,0.033,0.0022,0.0586,0.0,0.0972,0.0165,0.0842,0.006,0.0094,0.0088,1
6.9,-0.75,-3.5,0.4149,0.0249,0.0014,0.0224,0.0,0.0931,0.0023,0.0573,0.0014,0.0913,0.0161,0.0681,0.0068,0.0108,0.012,1
6.9,-0.75,-3.25,0.3789,0.0351,0.0035,0.0219,0.0,0.2111,0.0021,0.0561,0.002,0.075,0.0158,0.0526,0.0076,0.0105,0.0155,1
6.9,-0.75,-3.0,0.2985,0.0468,0.0072,0.0215,0.0,0.3741,0.0016,0.0551,0.0027,0.0546,0.0154,0.0392,0.0085,0.0087,0.0188,1
6.9,-0.75,-2.75,0.2132,0.0598,0.012,0.0211,0.0,0.5498,0.0012,0.0542,0.0034,0.0372,0.0151,0.0284,0.0092,0.0056,0.0214,1
6.9,-0.75,-2.5,0.1468,0.0741,0.0179,0.0208,0.0,0.7213,0.0,0.0534,0.004,0.025,0.0149,0.0205,0.0095,0.004,0.023,1
6.9,-0.75,-2.25,0.1018,0.0895,0.0248,0.0205,0.0,0.8855,0.0,0.0529,0.0044,0.0172,0.0147,0.0147,0.0094,0.0014,0.0232,1
6.9,-0.75,-2.0,0.0729,0.1058,0.0327,0.0203,0.0,1.0441,0.0,0.0524,0.0046,0.0123,0.0145,0.011,0.0087,0.001,0.0222,1
6.9,-0.75,-1.75,0.0544,0.1225,0.0415,0.0201,0.0,1.1961,0.0,0.0521,0.0044,0.0092,0.0144,0.0084,0.0077,0.0,0.0201,1
6.9,-0.75,-1.5,0.0422,0.1392,0.051,0.0199,0.001,1.3411,0.0,0.0517,0.0041,0.0072,0.0142,0.0068,0.0066,0.0,0.0174,1
7.0,-0.75,-4.0,0.4298,0.0084,0.0,0.0234,0.0,0.0128,0.0024,0.06,0.0,0.1191,0.0169,0.125,0.0066,0.0094,0.0076,1
7.0,-0.75,-3.75,0.4926,0.0131,0.0,0.0229,0.0,0.0411,0.0028,0.0586,0.0012,0.1219,0.0165,0.1056,0.0075,0.0117,0.011,1
7.0,-0.75,-3.5,0.5185,0.0195,0.0017,0.0224,0.0,0.1159,0.0029,0.0574,0.0018,0.1145,0.0162,0.0855,0.0085,0.0133,0.0151,1
7.0,-0.75,-3.25,0.4739,0.0275,0.0044,0.022,0.0,0.2628,0.0026,0.0562,0.0025,0.0941,0.0158,0.0661,0.0096,0.013,0.0194,1
7.0,-0.75,-3.0,0.3734,0.0367,0.0088,0.0215,0.0,0.4656,0.002,0.0551,0.0034,0.0686,0.0155,0.0492,0.0106,0.0109,0.0235,1
7.0,-0.75,-2.75,0.267,0.0469,0.0148,0.0212,0.0,0.684,0.0014,0.0543,0.0042,0.0468,0.0152,0.0357,0.0115,0.0081,0.0268,1
7.0,-0.75,-2.5,0.1838,0.058,0.0219,0.0209,0.0,0.8963,0.001,0.0536,0.005,0.0315,0.0149,0.0256,0.0119,0.0051,0.0288,1
7.0,-0.75,-2.25,0.1274,0.0699,0.0302,0.0206,0.0,1.0985,0.0,0.053,0.0055,0.0216,0.0147,0.0186,0.0118,0.0017,0.029,1
7.0,-0.75,-2.0,0.0911,0.0823,0.0397,0.0204,0.0,1.2919,0.0,0.0526,0.0056,0.0154,0.0146,0.0138,0.0109,0.0013,0.0277,1
7.0,-0.75,-1.75,0.0679,0.095,0.0501,0.0202,0.0,1.4758,0.0,0.0523,0.0054,0.0115,0.0144,0.0106,0.0097,0.0,0.025,1
7.0,-0.75,-1.5,0.0526,0.1075,0.0612,0.02,0.0,1.6504,0.0,0.052,0.005,0.009,0.0143,0.0084,0.0082,0.0,0.0216,1
7.1,-0.75,-4.0,0.5365,0.0104,0.0,0.0234,0.0,0.0159,0.003,0.06,0.0,0.1492,0.0169,0.1567,0.0082,0.0117,0.0095,1
7.1,-0.75,-3.75,0.615,0.0163,0.0,0.0229,0.0,0.0511,0.0035,0.0587,0.0014,0.1528,0.0166,0.1325,0.0094,0.0145,0.0137,1
7.1,-0.75,-3.5,0.6475,0.0243,0.0021,0.0224,0.0,0.144,0.0036,0.0574,0.0022,0.1436,0.0162,0.1073,0.0107,0.0166,0.0189,1
7.1,-0.75,-3.25,0.5922,0.0343,0.0054,0.022,0.0,0.3268,0.0032,0.0562,0.0031,0.1181,0.0158,0.0829,0.012,0.0163,0.0243,1
7.1,-0.75,-3.0,0.4671,0.0457,0.0109,0.0216,0.0,0.5795,0.0025,0.0552,0.0042,0.0861,0.0155,0.0616,0.0133,0.0136,0.0294,1
7.1,-0.75,-2.75,0.3342,0.0583,0.0182,0.0212,0.0,0.8515,0.0018,0.0544,0.0052,0.0588,0.0152,0.0448,0.0143,0.0102,0.0336,1
7.1,-0.75,-2.5,0.2303,0.0721,0.027,0.0209,0.0,1.1159,0.0013,0.0537,0.0062,0.0395,0.015,0.0322,0.0149,0.0073,0.036,1
7.1,-0.75,-2.25,0.1597,0.0869,0.0372,0.0207,0.0,1.3679,0.0,0.0531,0.0068,0.0272,0.0148,0.0233,0.0147,0.0045,0.0364,1
7.1,-0.75,-2.0,0.1143,0.1024,0.0489,0.0205,0.0,1.6094,0.0,0.0528,0.007,0.0194,0.0146,0.0173,0.0137,0.0016,0.0347,1
7.1,-0.75,-1.75,0.0852,0.1182,0.0618,0.0203,0.0,1.8407,0.0,0.0524,0.0068,0.0145,0.0145,0.0133,0.0121,0.0012,0.0313,1
7.1,-0.75,-1.5,0.066,0.1342,0.0759,0.0201,0.0,2.0624,0.0,0.0521,0.0062,0.0113,0.0144,0.0107,0.0103,0.0,0.0271,1
7.2,-0.75,-4.0,0.6669,0.0128,0.0,0.0234,0.0,0.0197,0.0038,0.06,0.0011,0.1864,0.017,0.1961,0.0082,0.0145,0.0118,1
7.2,-0.75,-3.75,0.7644,0.02,0.0,0.023,0.0,0.0631,0.0043,0.0587,0.0018,0.1911,0.0166,0.1659,0.0093,0.018,0.0172,1
7.2,-0.75,-3.5,0.8051,0.03,0.0025,0.0225,0.0,0.1779,0.0045,0.0575,0.0027,0.1798,0.0162,0.1343,0.0106,0.0206,0.0236,1
7.2,-0.75,-3.25,0.737,0.0423,0.0066,0.022,0.0,0.4037,0.004,0.0563,0.0039,0.1482,0.0158,0.1038,0.0119,0.0201,0.0303,1
7.2,-0.75,-3.0,0.582,0.0564,0.0132,0.0216,0.0,0.7159,0.0031,0.0554,0.0051,0.1082,0.0155,0.0772,0.0132,0.0168,0.0367,1
7.2,-0.75,-2.75,0.4167,0.0718,0.022,0.0213,0.0,1.0512,0.0022,0.0545,0.0065,0.0739,0.0153,0.056,0.0142,0.0127,0.0419,1
7.2,-0.75,-2.5,0.2872,0.0886,0.0325,0.021,0.0,1.3754,0.0016,0.0539,0.0076,0.0497,0.015,0.0402,0.0148,0.0091,0.0449,1
7.2,-0.75,-2.25,0.1991,0.1064,0.0446,0.0208,0.0,1.6822,0.0011,0.0534,0.0083,0.0341,0.0148,0.0291,0.0146,0.0055,0.0453,1
7.2,-0.75,-2.0,0.1423,0.1249,0.0582,0.0206,0.0,1.9734,0.0,0.053,0.0085,0.0243,0.0147,0.0216,0.0136,0.004,0.0431,1
7.2,-0.75,-1.75,0.1058,0.1437,0.0732,0.0204,0.0,2.2507,0.0,0.0527,0.0082,0.0181,0.0146,0.0166,0.012,0.0015,0.0389,1
7.2,-0.75,-1.5,0.0819,0.1624,0.0893,0.0202,0.0,2.514,0.0,0.0524,0.0075,0.0141,0.0145,0.0133,0.0102,0.0011,0.0336,1
7.3,-0.75,-4.0,0.8254,0.0155,0.0,0.0234,0.0,0.0241,0.0047,0.0599,0.0014,0.2323,0.0169,0.2444,0.0128,0.0177,0.0148,1
7.3,-0.75,-3.75,0.9458,0.0244,0.0,0.0229,0.0,0.0773,0.0053,0.0587,0.0022,0.2384,0.0166,0.2068,0.0146,0.022,0.0214,1
7.3,-0.75,-3.5,0.9964,0.0365,0.003,0.0225,0.0,0.2178,0.0055,0.0575,0.0033,0.2248,0.0162,0.1675,0.0166,0.025,0.0293,1
7.3,-0.75,-3.25,0.9135,0.0516,0.0079,0.0221,0.0,0.4945,0.0049,0.0565,0.0047,0.1858,0.0159,0.1295,0.0186,0.0246,0.0378,1
7.3,-0.75,-3.0,0.7225,0.0689,0.0158,0.0217,0.0,0.8776,0.0039,0.0555,0.0063,0.136,0.0156,0.0963,0.0206,0.0206,0.0457,1
7.3,-0.75,-2.75,0.5181,0.0877,0.0263,0.0214,0.0,1.2883,0.0028,0.0548,0.0079,0.093,0.0153,0.0698,0.0222,0.0155,0.0521,1
7.3,-0.75,-2.5,0.3572,0.1078,0.0386,0.0211,0.0,1.6823,0.002,0.0542,0.0092,0.0625,0.0151,0.0501,0.0231,0.0111,0.0559,1
7.3,-0.75,-2.25,0.2474,0.129,0.0526,0.0209,0.0,2.0519,0.0014,0.0537,0.0101,0.0428,0.0149,0.0362,0.0228,0.0079,0.0564,1
7.3,-0.75,-2.0,0.1766,0.1508,0.0682,0.0207,0.0,2.3989,0.0,0.0534,0.0103,0.0305,0.0148,0.0268,0.0212,0.0051,0.0536,1
7.3,-0.75,-1.75,0.131,0.1727,0.0851,0.0206,0.0,2.7265,0.0,0.0531,0.0099,0.0227,0.0147,0.0206,0.0188,0.0028,0.0482,1
7.3,-0.75,-1.5,0.1011,0.1944,0.1031,0.0204,0.0,3.0357,0.0,0.0528,0.009,0.0176,0.0146,0.0164,0.016,0.0014,0.0416,1
7.4,-0.75,-4.0,1.0167,0.0187,0.0,0.0234,0.0,0.0294,0.0057,0.0598,0.0017,0.2887,0.0169,0.304,0.0125,0.0215,0.0183,1
7.4,-0.75,-3.75,1.1647,0.0294,0.0011,0.023,0.0,0.0941,0.0065,0.0587,0.0027,0.2966,0.0166,0.2575,0.0144,0.0268,0.0266,1
7.4,-0.75,-3.5,1.2277,0.0443,0.0036,0.0225,0.0,0.2652,0.0068,0.0576,0.0041,0.2804,0.0162,0.2086,0.0163,0.0306,0.0364,1
7.4,-0.75,-3.25,1.127,0.0627,0.0093,0.0221,0.0,0.6022,0.0061,0.0566,0.0058,0.2325,0.0159,0.1612,0.0183,0.0301,0.0469,1
7.4,-0.75,-3.0,0.8929,0.0836,0.0187,0.0218,0.0,1.0688,0.0048,0.0557,0.0077,0.1706,0.0156,0.1199,0.0203,0.0252,0.0567,1
7.4,-0.75,-2.75,0.6411,0.1062,0.0309,0.0215,0.0,1.5677,0.0035,0.055,0.0096,0.1167,0.0154,0.0868,0.0218,0.0189,0.0645,1
7.4,-0.75,-2.5,0.4423,0.1302,0.0452,0.0212,0.0,2.0425,0.0024,0.0544,0.0112,0.0785,0.0152,0.0623,0.0227,0.0137,0.0692,1
7.4,-0.75,-2.25,0.3062,0.1551,0.0611,0.021,0.0,2.4831,0.0017,0.054,0.0122,0.0537,0.015,0.045,0.0224,0.0098,0.0698,1
7.4,-0.75,-2.0,0.2181,0.1804,0.0786,0.0209,0.0,2.8921,0.0012,0.0538,0.0124,0.0381,0.0149,0.0333,0.0209,0.0061,0.0662,1
7.4,-0.75,-1.75,0.1616,0.2056,0.0973,0.0207,0.0,3.275,0.0,0.0535,0.0118,0.0282,0.0148,0.0255,0.0185,0.0046,0.0595,1
7.4,-0.75,-1.5,0.1244,0.2305,0.1172,0.0206,0.0,3.6357,0.0,0.0533,0.0107,0.0218,0.0147,0.0203,0.0157,0.0017,0.0512,1
7.5,-0.75,-4.0,1.2425,0.0223,0.0,0.0234,0.0,0.0355,0.0069,0.0598,0.002,0.3573,0.0169,0.3771,0.0195,0.026,0.0226,1
7.5,-0.75,-3.75,1.4231,0.0352,0.0013,0.023,0.0,0.1136,0.0079,0.0588,0.0032,0.3675,0.0166,0.3196,0.0223,0.0323,0.0329,1
7.5,-0.75,-3.5,1.5006,0.0532,0.0042,0.0226,0.0,0.3199,0.0082,0.0578,0.0049,0.3482,0.0163,0.259,0.0254,0.0367,0.045,1
7.5,-0.75,-3.25,1.3794,0.0754,0.0109,0.0222,0.0,0.7263,0.0074,0.0568,0.007,0.2897,0.016,0.2002,0.0285,0.0361,0.0579,1
7.5,-0.75,-3.0,1.0955,0.1004,0.0217,0.0219,0.0,1.2891,0.0059,0.0559,0.0092,0.2132,0.0157,0.1488,0.0314,0.0304,0.0699,1
7.5,-0.75,-2.75,0.7879,0.1273,0.0357,0.0216,0.0,1.8886,0.0042,0.0553,0.0114,0.1461,0.0155,0.1077,0.0338,0.0229,0.0795,1
7.5,-0.75,-2.5,0.5438,0.1554,0.0518,0.0214,0.0,2.4539,0.003,0.0548,0.0133,0.0982,0.0153,0.0772,0.0351,0.0164,0.0852,1
7.5,-0.75,-2.25,0.3763,0.1841,0.0695,0.0212,0.0,2.9719,0.0021,0.0544,0.0145,0.067,0.0152,0.0557,0.0346,0.0117,0.0858,1
7.5,-0.75,-2.0,0.2678,0.213,0.0887,0.021,0.0,3.4487,0.0015,0.0541,0.0147,0.0474,0.0151,0.0411,0.0323,0.0086,0.0813,1
7.5,-0.75,-1.75,0.198,0.2417,0.109,0.0209,0.0,3.8913,0.0011,0.0539,0.0139,0.035,0.015,0.0315,0.0286,0.0055,0.073,1
7.5,-0.75,-1.5,0.1521,0.27,0.1306,0.0208,0.0,4.3077,0.0,0.0537,0.0126,0.027,0.0149,0.025,0.0244,0.0043,0.0627,1
7.6,-0.75,-4.0,1.5094,0.0265,0.0,0.0233,0.0,0.0427,0.0084,0.0598,0.0024,0.4406,0.0169,0.4662,0.019,0.031,0.0279,1
7.6,-0.75,-3.75,1.7263,0.0419,0.0015,0.023,0.0,0.1359,0.0095,0.0589,0.0039,0.4535,0.0166,0.3955,0.0218,0.0385,0.0404,1
7.6,-0.75,-3.5,1.8198,0.0633,0.0048,0.0226,0.0,0.3824,0.0099,0.0579,0.0059,0.4307,0.0163,0.3205,0.0248,0.0438,0.0554,1
7.6,-0.75,-3.25,1.6748,0.0897,0.0124,0.0223,0.0,0.8675,0.009,0.057,0.0083,0.3596,0.016,0.2476,0.0278,0.0429,0.0711,1
7.6,-0.75,-3.0,1.3328,0.1193,0.0247,0.0219,0.0,1.538,0.0071,0.0562,0.0109,0.2654,0.0158,0.184,0.0306,0.0362,0.0857,1
7.6,-0.75,-2.75,0.9604,0.1507,0.0404,0.0217,0.0,2.2487,0.0052,0.0556,0.0135,0.1822,0.0156,0.1331,0.0329,0.0274,0.0972,1
7.6,-0.75,-2.5,0.6635,0.183,0.0581,0.0215,0.0,2.9135,0.0036,0.0551,0.0156,0.1224,0.0154,0.0953,0.034,0.0196,0.104,1
7.6,-0.75,-2.25,0.459,0.2156,0.0773,0.0213,0.0,3.5141,0.0025,0.0548,0.0169,0.0834,0.0153,0.0687,0.0335,0.0141,0.1048,1
7.6,-0.75,-2.0,0.3263,0.2482,0.0978,0.0212,0.0,4.0623,0.0018,0.0545,0.0171,0.0588,0.0152,0.0506,0.0313,0.0102,0.0992,1
7.6,-0.75,-1.75,0.2409,0.2804,0.1196,0.0211,0.0,4.5702,0.0014,0.0543,0.0162,0.0433,0.0151,0.0387,0.0277,0.0077,0.0889,1
7.6,-0.75,-1.5,0.1847,0.3124,0.1426,0.0209,0.0,5.0477,0.001,0.0541,0.0146,0.0333,0.015,0.0306,0.0237,0.0051,0.0763,1
7.7,-0.75,-4.0,1.8063,0.0309,0.0,0.0233,0.0,0.0506,0.0099,0.0598,0.0029,0.5388,0.0169,0.5726,0.0292,0.0363,0.0341,1
